Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
943,16455570,ㅤㅤㅤ,"2026-09-10 10:05:47",0.942,26,seshurajup
944,16755720,"Maxim Danilov14","2026-09-06 18:20:50",0.942,19,maximdanilov14
945,16453388,"Joanna C.","2026-09-06 23:55:39",0.942,31,joannaciesielski
946,16543085,"Chengchen Duan","2026-09-09 13:53:57",0.942,22,chengchenduan
947,16728526,tedo,"2026-09-12 03:01:07",0.942,23,takuroedo
948,16483981,"Akira Hirohashi","2026-09-07 05:16:22",0.942,8,akirahirohashi
949,16744651,TeamBanzaiSL,"2026-09-07 06:28:39",0.942,45,teambanzaisl
950,16678518,Saivardhan98,"2026-09-07 17:14:40",0.942,3,saivardhan98
951,16468791,"Pathik Patel","2026-09-09 20:49:58",0.942,56,pathik1511
952,16588784,"Sankalp Thakur","2026-09-07 21:30:19",0.942,86,"aasthathakur,sankalpsthakur"
953,16571433,"Bulat Latypov","2026-09-08 09:11:59",0.942,4,bubuilder
954,16511049,Chu_K,"2026-09-08 11:01:28",0.942,10,chukkkk
955,16457206,"Soumyajyoti Biswas","2026-09-13 17:08:38",0.942,75,soumyajyotibiswas
956,16867253,Zorvella,"2026-09-10 14:45:30",0.942,5,zorvella
957,16531124,XiaoYan12,"2026-09-14 14:10:39",0.942,8,xiaoyan12
958,16460556,"Anhad Mahajan","2026-09-08 14:48:42",0.941,42,anhadmahajan06
959,16858375,jfhjfgjhfj,"2026-09-14 07:28:31",0.941,9,jigsawpuzzle
960,16759080,"2% Salicylic Acid","2026-09-06 14:27:42",0.941,8,"abhinavrathee,pulkitsu"
961,16697804,palmms,"2026-09-11 17:52:10",0.941,11,alialrisheq
962,16618202,"Ivan Vorfolomeev","2026-09-08 06:35:43",0.941,7,ivanvorfolomeev
963,16630356,"Shuhan Yang","2026-09-14 14:51:18",0.941,10,qizhiran
964,16776946,MrTrueTeller,"2026-09-04 16:36:57",0.941,13,mrtrueteller
965,16833107,Terence,"2026-09-08 04:34:56",0.941,4,terence0914
966,16810424,"Shibam Sundar Mahakud","2026-09-04 23:57:56",0.941,1,ssm11011
967,16484483,horaz0,"2026-09-14 23:15:51",0.941,107,horaz0
968,16455286,Kiki,"2026-09-05 01:02:20",0.941,21,rouiou
969,16584945,"DDDou Bao","2026-09-07 04:45:00",0.941,10,"jiwangzi,xchenxxchenx,xiaopaku,zimskyw"
970,16457759,"Made a Beautiful Bouquet","2026-09-05 06:13:02",0.941,5,zaiwubian
971,16589493,"Ryan #2","2026-09-05 11:50:14",0.941,17,"bhtqjlcly,ryan051212"
972,16509727,"Gunjan Haldar","2026-09-05 07:17:09",0.941,9,gunhcolab
973,16453746,"Santiago Maniches","2026-09-14 20:57:27",0.941,234,santmani
974,16747911,NIklitaCheporev,"2026-09-10 20:12:39",0.941,11,niklitacheporev
975,16459111,dvv_ram,"2026-09-15 00:32:18",0.941,42,ddvram
976,16823651,"Happy New Semester","2026-09-07 15:59:27",0.941,14,"eugeneyeung,grace7523"
977,16671300,renmin517,"2026-09-07 07:34:30",0.941,2,"jasonxusk,mingkangyan,renmin517"
978,16819000,melowdramtic,"2026-09-13 04:33:11",0.941,14,melowdramtic
979,16834779,HolyB,"2026-09-05 16:26:14",0.941,1,holybx
980,16516062,tomo11111,"2026-09-06 07:07:06",0.941,29,tomo11111
981,16738619,Shoko,"2026-09-06 23:45:04",0.941,24,abreyton
982,16840594,"Connor Finnerty","2026-09-08 01:25:24",0.941,16,connorfinnerty
983,16496635,"Marco Pereira","2026-09-15 01:40:23",0.941,22,marcofpereira
984,16843019,"Elazar fuchs","2026-09-07 16:53:47",0.941,6,elazarfuchs
985,16460156,"Harshank Matkar","2026-09-15 01:54:32",0.941,22,harshankmatkar
986,16464866,"Arnav Salkade","2026-09-10 08:08:59",0.941,60,arnavsalkade
987,16791827,east,"2026-09-07 11:04:25",0.941,14,eastxe
988,16533114,AliLucky,"2026-09-14 18:09:35",0.941,8,alilucky
989,16772401,ikevayansky,"2026-09-14 22:57:43",0.941,71,ikevayansky
990,16847129,"Elyorjon Mannonov","2026-09-15 02:03:27",0.941,6,elmannonov92
991,16891870,"yihan zeng","2026-09-14 16:41:43",0.941,1,yihanzeng123
992,16459755,"Julian Camilo Villa","2026-09-14 20:43:40",0.941,50,juliancamilovilla
993,16514605,"Idowu Ifeoluwa","2026-09-15 01:36:02",0.941,11,lovey1
994,16508219,"Biomed Foresight","2026-09-13 13:01:41",0.941,28,"tsukasamiyaji,yudaiyamauchi"
995,16840596,darcy132,"2026-09-09 13:19:34",0.941,3,darcy132
996,16694491,"Edward Glöckner","2026-09-13 19:28:38",0.941,9,edwardglckner
997,16790045,knn180,"2026-09-06 14:37:57",0.941,11,knn180
998,16685139,"Hiroki Deutsch","2026-09-07 13:01:21",0.941,45,hirokideutsch
999,16537411,Dresden,"2026-09-08 04:19:02",0.941,1,dresdeng
1000,16714472,AlejandroAlvarez,"2026-09-11 10:44:35",0.941,5,theworm
1001,16704928,"eryue shisi","2026-09-09 01:56:07",0.941,6,eryueshisi
1002,16509481,tobhull,"2026-09-11 06:36:40",0.941,3,tobhull
1003,16848351,ket,"2026-09-13 00:21:00",0.941,1,kentken
1004,16741365,Stardescent,"2026-09-04 10:36:55",0.941,7,dimas337tum
1005,16511965,"Changye Li","2026-08-15 01:35:20",0.941,32,antoinegg1
1006,16697665,lst1923,"2026-09-02 03:19:02",0.941,92,lst1923
1007,16453855,"Rahul Parmeshwar","2026-09-12 20:47:40",0.941,43,rahulparmeshwar
1008,16728538,"David Duffy 86","2026-09-14 20:11:05",0.941,22,davidduffy86
1009,16728000,Yoshiki_Nakamura,"2026-09-07 14:24:51",0.941,19,yakizakana629
1010,16556643,"Ali Nawed","2026-09-14 18:33:30",0.941,8,alinawed
1011,16557387,Arnauya,"2026-08-18 08:47:27",0.941,46,arnauya
1012,16457405,"Rishavendra Sharma","2026-09-14 18:58:38",0.940,82,rishavendrasharma
1013,16718365,"Kunal Desale","2026-09-04 05:45:00",0.940,6,kunaldesale2408
1014,16536276,"Tomás Travis","2026-09-12 11:26:03",0.940,5,tomstravis
1015,16689465,"Андрей Ворфоломеев","2026-09-03 22:01:36",0.940,27,perperper
1016,16771071,wjrmffldrhrl,"2026-09-04 01:08:37",0.940,21,wjrmffldrhrl
1017,16793114,ObkNik,"2026-09-11 18:07:15",0.940,15,obknik
1018,16811827,"Tianyu Wang","2026-09-07 11:59:38",0.940,5,kevinwang0305
1019,16483480,"MANAS NARKAR","2026-09-04 04:06:47",0.940,23,manasnarkar
1020,16493652,"Santanu Banerjee","2026-09-14 02:52:40",0.940,9,santanubanerjee9
1021,16827214,"Gaiar Baimuratov","2026-09-04 08:31:49",0.940,1,baimuratov
1022,16827513,"Bartu Erdem","2026-09-04 10:36:04",0.940,5,bartu17
1023,16495217,"Shenxian Lake Swimming Pros","2026-09-04 19:44:34",0.940,26,"daiangjia,tianyimarshallhuang,xiaobinmo,ziyuanchen299"
1024,16671440,久保兼,"2026-09-14 11:53:37",0.940,9,kuboken
1025,16745168,guruguru000,"2026-09-06 04:04:48",0.940,3,guruguru000
1026,16465353,!?kaggak?!,"2026-09-07 06:21:41",0.940,30,"chriswrh,cudaoutofm,darkheian,yufanliao123"
1027,16453816,Will,"2026-09-05 18:10:34",0.940,12,wguesdon
1028,16585827,"Eric Han Wang","2026-09-06 00:46:48",0.940,61,ericwang03
1029,16612540,"Ayaz Ahmed Kazi","2026-09-11 10:15:33",0.940,11,ayazahmedkazi
1030,16541807,ArtemZen,"2026-09-07 18:09:23",0.940,50,artemzen
1031,16793930,"Ayush Shekhar","2026-09-07 15:38:16",0.940,3,ayushshekhar56
1032,16840020,"tri Âu","2026-09-05 14:27:17",0.940,1,triauhcmut
1033,16461323,Anaklusm0s,"2026-09-05 20:59:04",0.940,2,anaklusm0s
1034,16605624,imissher,"2026-09-14 09:54:10",0.940,24,tule12345
1035,16485503,kyoumonemui,"2026-09-13 07:31:01",0.940,2,kyoumonemui
1036,16458358,"Lakshmi Sayyapureddy","2026-09-14 14:47:39",0.940,11,lakshmisayyapureddy
1037,16707768,JungHwan,"2026-09-06 04:58:47",0.940,33,najunghwan
1038,16601322,Naman_Swami,"2026-09-11 14:55:20",0.940,5,developerkgf
1039,16738425,Zero,"2026-09-09 03:39:42",0.940,12,"benjason,loudehua"
1040,16541909,"Ryu Sonoda","2026-09-03 02:16:14",0.940,12,ryusonoda
1041,16705824,"Xiyu Hao","2026-09-08 00:06:52",0.939,36,sheeyuh
1042,16765131,neuro168,"2026-09-11 06:50:44",0.939,18,lordmc
1043,16740684,triple2,"2026-09-13 00:21:57",0.939,47,"mdongr05,mingma777,wakeupr41n"
1044,16463773,bobbobo,"2026-09-03 07:41:41",0.939,4,james8lo
1045,16799002,MadBalls,"2026-09-03 07:43:05",0.939,4,restovrator
1046,16725317,Kaggoo,"2026-09-03 14:03:19",0.939,1,lpachuong
1047,16810235,王子铖,"2026-09-03 15:58:21",0.939,2,aurantium
1048,16692888,"elegantangel (628700)","2026-09-03 19:59:33",0.939,5,elegantangel
1049,16460888,"Uchechukwu Ajuzieogu","2026-09-03 22:19:00",0.939,29,uchechukwuajuzieogu
1050,16706030,"Sardor Razikov","2026-09-04 06:31:43",0.939,26,sardorrazikov
1051,16819110,"Qiushuo Geng","2026-09-12 02:39:04",0.939,59,"qiushuogeng,yongxinkwan"
1052,16602673,"Egor Trushin","2026-09-07 05:10:25",0.939,23,egortrushin
1053,16853440,"Subramanya N","2026-09-15 00:14:29",0.939,28,subramanya1997
1054,16733462,shin0ed,"2026-09-13 09:45:12",0.939,26,"shin0ed,zeroxm"
1055,16471716,"FasterYouChase FasterIRun","2026-09-05 08:12:00",0.939,104,icoguser
1056,16739392,"Can Kural","2026-09-15 06:09:43",0.939,51,kamocan
1057,16455457,"Ragunath Ravi","2026-09-10 09:33:52",0.939,7,ragunathravi
1058,16790581,wzyxp_123,"2026-09-15 01:25:35",0.939,14,cloudssdut
1059,16719695,"James Holland","2026-08-29 14:35:18",0.939,19,jkhollandjr
1060,16471383,"Aleksandr  Larko","2026-09-03 09:40:34",0.939,13,alexxanderlarko
1061,16574233,"Cam-Luan Truong","2026-09-03 09:53:58",0.939,10,luantruong
1062,16456248,cotora2121,"2026-09-03 12:40:08",0.939,3,cotora2121
1063,16712536,"yaphel lee","2026-09-04 02:24:50",0.938,15,yaphellee
1064,16731937,ZetX_Zephyr,"2026-09-12 09:34:09",0.938,43,zetxzephyr
1065,16603155,"Dariush Afshar","2026-09-14 06:00:15",0.938,23,dariushafshar
1066,16592841,"Sung Heo","2026-09-12 05:50:01",0.938,7,kmmmvs
1067,16463988,"Patryk Wolny","2026-09-13 06:59:36",0.938,13,patrykwolny
1068,16553117,"Hal Zweiman","2026-09-02 22:15:48",0.938,37,halzweiman
1069,16552996,Qimra1729,"2026-09-03 00:30:07",0.938,13,qimra1729
1070,16802064,DongwooPark,"2026-09-03 01:04:02",0.938,3,dongwoopark
1071,16454360,alban,"2026-09-03 02:15:44",0.938,4,albantiacoh
1072,16811772,Enma,"2026-09-03 02:52:48",0.938,1,tupakulasivashankar
1073,16652236,"Chenxi Zhao21","2026-09-03 05:43:56",0.938,10,chenxizhao21
1074,16723389,"Salty Taro","2026-09-05 04:55:00",0.938,36,notoverkil
1075,16455359,Adaluvu,"2026-09-03 07:56:15",0.938,1,"adaluvu,phamchienunc"
1076,16655019,shash,"2026-09-03 09:53:03",0.938,2,zshashz
1077,16585332,"Jatin Arutla","2026-09-03 10:28:45",0.938,5,delhialli
1078,16811121,"Alex Kharlamov","2026-09-06 19:22:37",0.938,3,gamers5a
1079,16683690,"Julie Pedeches","2026-09-08 08:35:34",0.938,58,juliep
1080,16560764,"Gordeev Max","2026-09-04 20:23:06",0.938,4,gordeevmax
1081,16783921,its_mrz,"2026-09-14 16:43:10",0.938,7,itsmrz
1082,16473741,CuteClaw,"2026-09-02 13:05:55",0.938,73,bloodmoonwq
1083,16504327,quantcrypto3,"2026-09-12 03:13:32",0.938,45,quantcrypto3
1084,16556920,62326368,"2026-09-13 04:00:47",0.938,39,mooniim
1085,16454342,"Sinan Calisir","2026-09-13 11:14:54",0.938,48,snnclsr
1086,16713846,"sissoko cheick","2026-09-03 07:45:13",0.937,26,sissokocheick
1087,16786410,"Ghazaros Ghazaros","2026-09-12 08:08:38",0.937,4,ghazarosghazaros
1088,16766199,"Xu Suyi","2026-09-13 09:37:17",0.937,21,xuyuhaosuyi
1089,16480243,Nils,"2026-08-30 08:22:40",0.937,94,nilsfl
1090,16758945,Miz,"2026-09-13 17:02:28",0.937,20,ryota040
1091,16806010,dairatom,"2026-09-12 23:50:36",0.937,1,dairatom
1092,16578952,"Valentina Catalano","2026-09-01 18:58:50",0.936,4,valecc
1093,16762554,Sun,"2026-09-02 14:51:21",0.936,6,defdsax
1094,16496671,Supr3mum,"2026-09-03 14:01:41",0.936,1,friklez
1095,16777360,"Álvaro García","2026-09-15 01:20:13",0.936,37,luxidor
1096,16714204,andrei6184,"2026-09-02 22:39:24",0.936,20,andrei6184
1097,16454712,altervation,"2026-09-10 01:21:04",0.936,47,altervation
1098,16460608,webmaking,"2026-09-02 10:43:02",0.936,163,webmaking
1099,16741470,@dity!G@=r,"2026-09-03 00:55:22",0.936,4,ditygr
1100,16463210,"Kun Zhang","2026-09-01 14:29:57",0.936,180,beicicc
1101,16641274,mktetts,"2026-09-01 18:03:34",0.936,7,mktetts
1102,16666945,esis_ai,"2026-09-01 20:55:37",0.936,22,alexesn
1103,16760875,"Aayush Sigdel","2026-09-02 01:44:00",0.936,2,aayushsigdel
1104,16652679,Raijin,"2026-09-09 04:13:25",0.936,13,vencerlanz09
1105,16803366,"Vanessa Hudan","2026-09-07 05:15:24",0.936,3,vanessahudan
1106,16471152,"Akhil Chinta","2026-09-02 17:55:21",0.936,40,akhilchinta1505
1107,16727562,ORORORORO,"2026-09-02 17:43:51",0.936,10,"akira1194,kou552,waddledeedoo"
1108,16731279,"Yoshihiko Suzuki","2026-09-02 12:41:39",0.936,12,yoshihikosuzuki
1109,16796689,GabrielC144,"2026-09-06 18:57:04",0.936,27,gabrielc144
1110,16809458,Pang1101,"2026-09-12 00:32:59",0.936,8,pang1101
1111,16460928,juliencst,"2026-09-02 15:42:45",0.936,6,juliencst
1112,16784013,"Morylov Yehor","2026-09-02 18:05:50",0.936,2,morylov
1113,16811942,"dbvz sbsbs","2026-09-03 04:25:07",0.936,2,dbvzsbsbs
1114,16807807,icelemon2004,"2026-09-03 12:51:09",0.936,3,"icelemon2004,nsklo9osn"
1115,16453674,"Giovanny Rodríguez","2026-09-13 04:29:09",0.936,27,"arnavmishra02,giovannyrodrguez"
1116,16802573,YuanKing77,"2026-09-05 11:20:09",0.936,15,yuanking77
1117,16767710,"Mike Anderson","2026-09-14 13:33:55",0.936,9,manderson240
1118,16809295,Cherie01,"2026-09-05 23:23:38",0.936,3,cherie01
1119,16820594,aedss,"2026-09-06 14:39:36",0.936,2,afsdss
1120,16498063,"chen zhu_24","2026-09-03 11:11:05",0.935,2,chenzhu24
1121,16719737,"Alejandro Cuevas","2026-09-04 03:57:13",0.935,9,pollicio
1122,16798858,rick,"2026-09-02 13:25:25",0.935,2,rick0000
1123,16687778,"Jamie Nojek","2026-09-13 01:20:22",0.935,84,jamienojek
1124,16793349,draqonofwhitestars,"2026-09-01 08:33:06",0.935,4,draqonofwhitestars
1125,16802340,Gowtham,"2026-09-01 10:48:42",0.935,1,gowtham66866
1126,16784054,"Arseniy Shutko","2026-09-01 13:47:16",0.935,6,arseniyshutko
1127,16460501,colaaaaaaaa,"2026-09-01 15:47:35",0.935,31,colaaaa
1128,16803697,"Abed Merii","2026-09-02 12:44:22",0.935,5,amerii
1129,16770165,Nikhila,"2026-09-01 17:43:19",0.935,4,nikhila021006
1130,16459759,"Rafael Gomes","2026-09-04 14:11:34",0.935,72,grafael
1131,16635609,Radiohead28,"2026-09-02 09:56:32",0.935,6,radiohead28
1132,16462118,"Nadeev Alam","2026-09-02 03:39:51",0.935,11,nadeevalam
1133,16471136,maxout,"2026-09-02 13:45:16",0.935,29,"aadijoshi19,kavyabhand,manavsharma2707,tanvesh18"
1134,16454100,"Harshini Reddy","2026-09-02 19:26:45",0.935,7,luffyh04
1135,16662088,EricYHS,"2026-09-05 16:35:53",0.935,23,ericyhs
1136,16459726,MeeMee,"2026-09-13 21:18:13",0.935,75,yagi46
1137,16842288,c_fxy,"2026-09-08 07:24:17",0.935,4,cfxyai
1138,16846667,len8487,"2026-09-15 01:35:26",0.935,21,len8487
1139,16602746,Azalearn,"2026-09-10 14:08:23",0.935,17,androidss
1140,16600649,kannou,"2026-09-12 09:54:48",0.935,16,kannou
1141,16881576,Venqira,"2026-09-12 14:29:40",0.935,5,venqira
1142,16884897,yovrini,"2026-09-13 05:47:52",0.935,2,yovrini
1143,16884918,torvile,"2026-09-13 05:52:58",0.935,2,torvile
1144,16559636,"Sunesh Praveen Raja Sundarasami","2026-09-12 17:48:06",0.935,7,suneshsundarasami
1145,16596963,DL,"2026-09-14 13:06:24",0.934,175,distiller
1146,16743149,zy,"2026-08-31 22:13:01",0.934,54,justforwin
1147,16507983,KoreaBio,"2026-09-01 13:33:47",0.934,36,"isthereanycode,lynnkim0"
1148,16633167,Musliadi,"2026-09-01 05:24:49",0.934,5,timscientia
1149,16460312,"Thien Nguyen","2026-09-01 06:51:51",0.934,3,ntthientn
1150,16798272,VELVRIN,"2026-09-05 08:29:22",0.934,6,avioon
1151,16739796,Peanut,"2026-09-01 07:19:22",0.934,2,aurimasgreicius
1152,16581172,OrionTCG,"2026-09-02 06:47:35",0.934,37,ljs2546
1153,16511741,hhuanghhao,"2026-09-01 15:48:47",0.934,43,hhuanghhao
1154,16614149,PixelPuff,"2026-09-11 13:59:17",0.934,15,krishpatel290895
1155,16481971,"My toes is dividing.","2026-09-09 17:56:03",0.934,74,russcore
1156,16646333,arman1o1,"2026-09-02 06:48:36",0.934,21,arman1o1
1157,16711775,"Kaito Fukami","2026-09-12 17:08:12",0.934,9,kaitofukami
1158,16778653,"Nabil Hanif","2026-09-03 21:56:22",0.934,7,nmh12345
1159,16726750,programmers,"2026-09-14 20:47:53",0.934,11,"mhahmad,mohib94"
1160,16792857,Steven66886688,"2026-09-10 10:49:47",0.934,2,steven66886688
1161,16645547,KenZx0521,"2026-09-02 06:36:52",0.934,3,kenzx0521
1162,16601893,"Rasheed Khoshnaw","2026-09-02 08:47:45",0.934,31,rasheeed
1163,16487645,"Felipe Ferreira","2026-09-08 13:59:29",0.934,73,felipeporcher
1164,16811199,"Yodharin Monplub","2026-09-13 18:46:24",0.934,5,yodharinmonplub
1165,16793213,onlytimeknows,"2026-09-04 11:01:35",0.934,7,onlytimeknows
1166,16500229,"Đàm Văn Tài","2026-09-14 03:56:57",0.934,13,damvantai
1167,16578856,funny,"2026-09-03 14:54:50",0.934,115,satyamchaubey360
1168,16655382,"Jean-Sébastien Kersaint Tournebize","2026-08-28 08:50:12",0.934,23,jeansebsxm
1169,16811974,"Violet Notes","2026-09-03 18:10:25",0.934,1,dominicjamil
1170,16532312,"Megha Aroor","2026-09-04 08:07:51",0.934,4,"meghaaroor,raguram"
1171,16500077,"Heysem Ismail","2026-09-09 19:07:30",0.934,7,haitham82
1172,16846392,"Hakkı Besim Bardakçı","2026-09-14 06:57:48",0.934,13,xdebron
1173,16770221,"Andrés Santos Sanz","2026-09-03 13:48:31",0.934,29,andressantossanz
1174,16794367,markastra,"2026-09-12 00:24:51",0.934,7,markastra
1175,16763705,QileJiang76,"2026-09-08 02:36:29",0.933,21,qilejiang76
1176,16795710,"Ray #2","2026-08-31 07:58:51",0.933,2,faykudbq
1177,16618989,NewBeeMrK,"2026-09-01 13:51:52",0.933,2,"newbeemrk,takeryu"
1178,16579471,CELL2DAY,"2026-09-07 05:43:42",0.933,14,"bellaxxxxxx,shylanie,wuwenmin"
1179,16672026,"Salenkov Dmitrij","2026-08-31 13:12:40",0.933,5,puffywind
1180,16665367,"Shien Zhang","2026-08-31 13:17:43",0.933,5,shienzhang
1181,16472383,"YoungDSML [dsml.kz]","2026-09-01 07:18:19",0.933,17,"mazgas,nurikw3"
1182,16797084,"Ryutaro Tsujii","2026-09-04 00:08:48",0.933,1,ryutarotsujii
1183,16612983,"Yiwei Pu","2026-09-04 04:08:01",0.933,5,"raven20010261,yiweipu"
1184,16769132,"Matias Luciano Antezana","2026-09-15 03:18:06",0.933,47,matiasantezana
1185,16616700,"Alejandro Rendon B.","2026-09-14 01:44:10",0.933,23,alejandrorendonblan
1186,16715977,Etcorn7797,"2026-08-30 21:45:29",0.933,24,"bruceche7797,dongyiqun,jyxxxx"
1187,16466316,riicon,"2026-09-08 12:05:32",0.933,34,risakashiwabara
1188,16490981,"Rémi Faucon","2026-09-09 17:12:39",0.933,5,rmifaucon
1189,16640638,"Basheer Marzoog","2026-08-30 10:18:51",0.933,29,"basheermarzoog,snezana20"
1190,16793132,"Dharun Suryaa","2026-08-30 14:45:19",0.933,1,dharun4772
1191,16593137,"SAMIUL ISLAM","2026-08-30 15:52:56",0.933,5,samiulislam180041221
1192,16533519,"Murat Beşli","2026-09-03 07:49:18",0.933,14,"ardaarslan10,muratbeli"
1193,16708735,Sojiro.O,"2026-08-30 18:47:47",0.933,10,sojiro314
1194,16556334,"Dimitri ZABRE","2026-08-30 22:21:20",0.933,2,dimitrizabre
1195,16705625,hibana2077,"2026-08-31 02:58:18",0.933,27,hibana2077
1196,16730506,no_wonderr,"2026-08-31 03:05:38",0.933,17,nowonderr
1197,16485767,sasaki,"2026-08-31 06:13:34",0.933,12,rsasaki
1198,16664684,Junlaii,"2026-08-31 07:20:51",0.933,16,junlaii
1199,16766146,Gu,"2026-08-31 14:55:31",0.933,7,xxxccc333
1200,16733253,minhtrix,"2026-09-03 11:30:53",0.933,3,minhtri93
1201,16513761,›⩊‹,"2026-09-03 15:01:49",0.933,2,roniuhle
1202,16590907,"Ali Ahmad","2026-09-06 15:21:01",0.933,13,aliahmadmphil
1203,16798834,Yone,"2026-09-08 12:27:52",0.933,1,theunforgiven7
1204,16722307,"Magnus Makgasane","2026-08-31 23:19:16",0.933,25,magnusmakgasane
1205,16867831,Nathael,"2026-09-10 18:48:36",0.933,1,nathaeldias
1206,16457249,Orion,"2026-09-02 08:25:53",0.932,4,fastthanh78
1207,16614950,"Youssef Yacoup","2026-08-31 16:39:51",0.932,3,youssefyacoup
1208,16460011,"Ignacio Martín Sánchez","2026-08-19 12:59:23",0.932,73,ignaciomartnsnchez
1209,16783318,Karthik,"2026-09-11 21:43:00",0.932,10,karg14
1210,16792162,SkoopSkoop,"2026-09-01 07:34:19",0.932,4,skoopskoop
1211,16780859,YaoCipher,"2026-08-31 03:02:51",0.932,1,yaocipher
1212,16459538,Chaloemchai-beer,"2026-09-05 08:58:38",0.932,8,nonamedev
1213,16827196,Takumin,"2026-09-10 18:07:04",0.932,6,novieww
1214,16600822,"Yang Kuang Ou","2026-09-13 14:54:14",0.932,14,yangkuangou
1215,16592980,yutoAb,"2026-09-02 05:58:50",0.932,11,yutoab
1216,16639070,"Defend Intelligence","2026-09-03 13:00:24",0.932,22,anisayari
1217,16469126,neurlog,"2026-08-30 09:25:59",0.932,23,neurlog
1218,16774698,T.Vigneshreddy,"2026-09-02 04:41:57",0.931,8,tvigneshreddy
1219,16606438,"PHILL FEI","2026-09-02 03:50:55",0.931,23,phillfei
1220,16618295,"Jiman Kwon","2026-09-15 02:43:34",0.931,95,jimankwon
1221,16513676,Malla,"2026-08-29 19:19:47",0.931,97,mallaphalguni
1222,16786258,nal_nh906,"2026-08-29 04:09:28",0.931,1,hhan09
1223,16590129,"Md Fahad Al Faisal","2026-09-01 11:30:54",0.931,6,mdfahadalfaisal
1224,16790295,wanhty,"2026-08-31 03:43:35",0.931,1,wanhty
1225,16793811,PatilPiyushV,"2026-08-31 11:04:57",0.931,1,patilpiyushv
1226,16791821,10pi,"2026-09-02 09:35:37",0.931,6,meredith10pi
1227,16751802,tax_free,"2026-09-01 05:50:21",0.931,16,taxfreepython
1228,16689556,JovanaLab,"2026-08-25 00:21:46",0.931,12,"choonesenlu,joxitsai"
1229,16732407,kanno,"2026-09-07 14:25:50",0.931,41,kannomasaki
1230,16792486,"SHUO WANG","2026-09-02 13:57:28",0.931,9,shuowang928
1231,16461714,"Dmytro Rakovskyi","2026-09-03 13:44:40",0.930,92,dmytrorakovskyi
1232,16796093,"Oleg Smirnov","2026-08-31 09:41:34",0.930,1,smirnolegov
1233,16473822,"Kers Aoyagi","2026-08-31 23:12:52",0.930,18,kersaoyagi
1234,16750267,"Harris Bashir","2026-09-03 10:07:56",0.930,8,harrisbashir
1235,16739895,"Jwearia Hoque Nowrin","2026-09-01 12:27:07",0.930,18,jweariahoquenowrin
1236,16493746,akihiro,"2026-09-15 04:06:02",0.930,99,akihirokkkkk
1237,16749082,mraz1006,"2026-08-29 07:02:32",0.930,9,mraz1006
1238,16454239,theredbluepill,"2026-08-30 18:48:28",0.930,14,poonszesen
1239,16775117,"Nguyen Kha Ho","2026-09-03 03:22:00",0.930,18,nguyenkhaho
1240,16579533,yasut0ra,"2026-08-29 16:19:52",0.930,2,yasut0ra
1241,16470584,github/shepsci/kaggle-skill,"2026-08-31 15:51:21",0.930,43,shepscientific
1242,16776896,Thirst,"2026-08-30 16:23:45",0.930,6,wahidakram
1243,16774478,LoveB4Sunrise,"2026-09-08 11:19:56",0.929,15,demacia1314
1244,16462579,cya,"2026-08-25 03:04:03",0.929,50,"kirvk013,ngyzly,yoakeelee"
1245,16453839,"Lawrence Long","2026-09-08 17:11:12",0.929,17,lawrencelong
1246,16783539,JustinybGao,"2026-09-01 17:22:04",0.929,20,justinybgao
1247,16508130,Biosphere,"2026-09-09 12:08:24",0.929,20,"abdullahgultekin,glsmgltkn"
1248,16770142,"Hansika Aredla","2026-08-31 14:53:12",0.929,11,hansikaaredla
1249,16612839,"Martin Brosset","2026-08-28 16:24:21",0.929,32,martinbrosset
1250,16513677,DhanaLakshmiMalla,"2026-08-29 19:25:10",0.929,70,dhanalakshmimalla
1251,16785060,Sunny,"2026-09-05 15:59:14",0.929,8,sourabhnirwanevht
1252,16655121,"Roronoa Zoro","2026-09-01 20:03:23",0.929,4,fevziyeniyol
1253,16618307,"BJ Kim","2026-09-01 12:13:50",0.929,12,doitdoit80
1254,16482837,Ni123456&,"2026-09-06 03:08:02",0.929,44,bingdongni
1255,16871850,"Orion on earth","2026-09-15 04:20:33",0.929,14,oriononearth
1256,16488248,"Bejjala Mani Sai Teja","2026-08-30 13:22:01",0.929,5,bejjalamanisaiteja
1257,16759456,caesiummm,"2026-09-09 14:16:24",0.929,6,caesiummm
1258,16479914,"Roy Lo TW","2026-09-08 11:40:42",0.928,24,roylotw
1259,16719681,"Florence Wang","2026-09-02 12:07:11",0.928,22,florencewjw
1260,16743672,"Simon Dorcas","2026-09-14 14:17:49",0.928,5,simondorcas
1261,16583630,小出和見,"2026-08-27 23:25:11",0.928,2,kzmk8d
1262,16464165,"Thibaut Juill","2026-08-28 10:04:30",0.928,6,thibautjuill
1263,16587664,"Sai Teja Bandaru","2026-08-29 20:50:44",0.928,38,"chikonzeroselemani,saitejabandaruin"
1264,16460582,zakihiro,"2026-08-30 01:50:26",0.928,68,zakihiro
1265,16773863,phongtintruongg,"2026-08-28 05:39:56",0.928,5,phongtintruongg
1266,16492840,shanzhong8,"2026-08-28 05:58:43",0.928,1,shanzhong8
1267,16571314,KhanZKhan,"2026-09-03 00:01:07",0.928,40,khanzkhan
1268,16753643,mushichou4,"2026-08-28 12:43:25",0.928,2,mushichou4
