name,size,creationDate
train/44b6_cf8fed6b.geff/edges/ids/c/0/0,783,2026-06-26 18:27:05.502000
train/44b6_cf8fed6b.geff/edges/ids/zarr.json,636,2026-06-26 18:27:05.662000
train/44b6_cf8fed6b.geff/edges/props/zarr.json,99,2026-06-26 18:27:05.500000
train/44b6_cf8fed6b.geff/edges/zarr.json,99,2026-06-26 18:27:05.512000
train/44b6_cf8fed6b.geff/nodes/ids/c/0,611,2026-06-26 18:27:05.498000
train/44b6_cf8fed6b.geff/nodes/ids/zarr.json,618,2026-06-26 18:27:05.497000
train/44b6_cf8fed6b.geff/nodes/props/t/values/c/0,153,2026-06-26 18:27:05.529000
train/44b6_cf8fed6b.geff/nodes/props/t/values/zarr.json,617,2026-06-26 18:27:05.526000
train/44b6_cf8fed6b.geff/nodes/props/t/zarr.json,99,2026-06-26 18:27:05.504000
train/44b6_cf8fed6b.geff/nodes/props/x/values/c/0,239,2026-06-26 18:27:05.494000
train/44b6_cf8fed6b.geff/nodes/props/x/values/zarr.json,617,2026-06-26 18:27:05.509000
train/44b6_cf8fed6b.geff/nodes/props/x/zarr.json,99,2026-06-26 18:27:05.504000
train/44b6_cf8fed6b.geff/nodes/props/y/values/c/0,236,2026-06-26 18:27:05.494000
train/44b6_cf8fed6b.geff/nodes/props/y/values/zarr.json,617,2026-06-26 18:27:05.489000
train/44b6_cf8fed6b.geff/nodes/props/y/zarr.json,99,2026-06-26 18:27:05.504000
train/44b6_cf8fed6b.geff/nodes/props/z/values/c/0,201,2026-06-26 18:27:05.498000
train/44b6_cf8fed6b.geff/nodes/props/z/values/zarr.json,617,2026-06-26 18:27:05.487000
train/44b6_cf8fed6b.geff/nodes/props/z/zarr.json,99,2026-06-26 18:27:05.493000
train/44b6_cf8fed6b.geff/nodes/props/zarr.json,99,2026-06-26 18:27:05.501000
train/44b6_cf8fed6b.geff/nodes/zarr.json,99,2026-06-26 18:27:05.491000
train/44b6_cf8fed6b.geff/zarr.json,2100,2026-06-26 18:27:05.499000
train/44b6_cf8fed6b.zarr/0/c/0/0/0/0,2786047,2026-06-26 18:41:42.715000
train/44b6_cf8fed6b.zarr/0/c/1/0/0/0,2796036,2026-06-26 18:41:41.126000
train/44b6_cf8fed6b.zarr/0/c/10/0/0/0,3389831,2026-06-26 18:41:45.613000
train/44b6_cf8fed6b.zarr/0/c/11/0/0/0,3452888,2026-06-26 18:41:43.020000
train/44b6_cf8fed6b.zarr/0/c/12/0/0/0,3511206,2026-06-26 18:41:38.178000
train/44b6_cf8fed6b.zarr/0/c/13/0/0/0,3558988,2026-06-26 18:41:39.081000
train/44b6_cf8fed6b.zarr/0/c/14/0/0/0,3609253,2026-06-26 18:41:41.065000
train/44b6_cf8fed6b.zarr/0/c/15/0/0/0,3682676,2026-06-26 18:41:42.771000
train/44b6_cf8fed6b.zarr/0/c/16/0/0/0,3804132,2026-06-26 18:41:45.798000
train/44b6_cf8fed6b.zarr/0/c/17/0/0/0,3865433,2026-06-26 18:41:48.835000
train/44b6_cf8fed6b.zarr/0/c/18/0/0/0,3920851,2026-06-26 18:41:48.213000
train/44b6_cf8fed6b.zarr/0/c/19/0/0/0,3977813,2026-06-26 18:41:39.422000
train/44b6_cf8fed6b.zarr/0/c/2/0/0/0,2853053,2026-06-26 18:41:37.358000
train/44b6_cf8fed6b.zarr/0/c/20/0/0/0,4012628,2026-06-26 18:41:41.429000
train/44b6_cf8fed6b.zarr/0/c/21/0/0/0,4056540,2026-06-26 18:41:42.885000
train/44b6_cf8fed6b.zarr/0/c/22/0/0/0,4132117,2026-06-26 18:41:48.718000
train/44b6_cf8fed6b.zarr/0/c/23/0/0/0,4198044,2026-06-26 18:41:35.808000
train/44b6_cf8fed6b.zarr/0/c/24/0/0/0,4303419,2026-06-26 18:41:41.660000
train/44b6_cf8fed6b.zarr/0/c/25/0/0/0,4402926,2026-06-26 18:41:35.981000
train/44b6_cf8fed6b.zarr/0/c/26/0/0/0,4394425,2026-06-26 18:41:49.188000
train/44b6_cf8fed6b.zarr/0/c/27/0/0/0,4489344,2026-06-26 18:41:47.954000
train/44b6_cf8fed6b.zarr/0/c/28/0/0/0,4540418,2026-06-26 18:41:47.336000
train/44b6_cf8fed6b.zarr/0/c/29/0/0/0,4555465,2026-06-26 18:41:37.544000
train/44b6_cf8fed6b.zarr/0/c/3/0/0/0,2896024,2026-06-26 18:41:41.704000
train/44b6_cf8fed6b.zarr/0/c/30/0/0/0,4580579,2026-06-26 18:41:40.612000
train/44b6_cf8fed6b.zarr/0/c/31/0/0/0,4632760,2026-06-26 18:41:48.637000
train/44b6_cf8fed6b.zarr/0/c/32/0/0/0,4680885,2026-06-26 18:41:46.575000
train/44b6_cf8fed6b.zarr/0/c/33/0/0/0,4732223,2026-06-26 18:41:37.154000
train/44b6_cf8fed6b.zarr/0/c/34/0/0/0,4753795,2026-06-26 18:41:38.828000
train/44b6_cf8fed6b.zarr/0/c/35/0/0/0,4768516,2026-06-26 18:41:37.730000
train/44b6_cf8fed6b.zarr/0/c/36/0/0/0,4792883,2026-06-26 18:41:43.926000
train/44b6_cf8fed6b.zarr/0/c/37/0/0/0,4777023,2026-06-26 18:41:47.742000
train/44b6_cf8fed6b.zarr/0/c/38/0/0/0,4816829,2026-06-26 18:41:47.441000
train/44b6_cf8fed6b.zarr/0/c/39/0/0/0,4857818,2026-06-26 18:41:40.492000
train/44b6_cf8fed6b.zarr/0/c/4/0/0/0,2961132,2026-06-26 18:41:39.785000
train/44b6_cf8fed6b.zarr/0/c/40/0/0/0,4893345,2026-06-26 18:41:36.228000
train/44b6_cf8fed6b.zarr/0/c/41/0/0/0,4947804,2026-06-26 18:41:40.976000
train/44b6_cf8fed6b.zarr/0/c/42/0/0/0,5032754,2026-06-26 18:41:42.684000
train/44b6_cf8fed6b.zarr/0/c/43/0/0/0,5049250,2026-06-26 18:41:49.867000
train/44b6_cf8fed6b.zarr/0/c/44/0/0/0,5063414,2026-06-26 18:41:44.575000
train/44b6_cf8fed6b.zarr/0/c/45/0/0/0,5108365,2026-06-26 18:41:38.666000
train/44b6_cf8fed6b.zarr/0/c/46/0/0/0,5123435,2026-06-26 18:41:37.878000
train/44b6_cf8fed6b.zarr/0/c/47/0/0/0,5149581,2026-06-26 18:41:40.724000
train/44b6_cf8fed6b.zarr/0/c/48/0/0/0,5155920,2026-06-26 18:41:35.565000
train/44b6_cf8fed6b.zarr/0/c/49/0/0/0,5184418,2026-06-26 18:41:37.305000
train/44b6_cf8fed6b.zarr/0/c/5/0/0/0,3021811,2026-06-26 18:41:48.010000
train/44b6_cf8fed6b.zarr/0/c/50/0/0/0,5188523,2026-06-26 18:41:42.044000
train/44b6_cf8fed6b.zarr/0/c/51/0/0/0,5205879,2026-06-26 18:41:42.337000
train/44b6_cf8fed6b.zarr/0/c/52/0/0/0,5184174,2026-06-26 18:41:43.697000
train/44b6_cf8fed6b.zarr/0/c/53/0/0/0,5195803,2026-06-26 18:41:46.920000
train/44b6_cf8fed6b.zarr/0/c/54/0/0/0,5204731,2026-06-26 18:41:44.011000
train/44b6_cf8fed6b.zarr/0/c/55/0/0/0,5189285,2026-06-26 18:41:46.486000
train/44b6_cf8fed6b.zarr/0/c/56/0/0/0,5170427,2026-06-26 18:41:43.177000
train/44b6_cf8fed6b.zarr/0/c/57/0/0/0,5091241,2026-06-26 18:41:43.894000
train/44b6_cf8fed6b.zarr/0/c/58/0/0/0,5187913,2026-06-26 18:41:47.013000
train/44b6_cf8fed6b.zarr/0/c/59/0/0/0,5189338,2026-06-26 18:41:39.650000
train/44b6_cf8fed6b.zarr/0/c/6/0/0/0,3087231,2026-06-26 18:41:44.641000
train/44b6_cf8fed6b.zarr/0/c/60/0/0/0,5192348,2026-06-26 18:41:49.085000
train/44b6_cf8fed6b.zarr/0/c/61/0/0/0,5233874,2026-06-26 18:41:36.786000
train/44b6_cf8fed6b.zarr/0/c/62/0/0/0,5242307,2026-06-26 18:41:47.172000
train/44b6_cf8fed6b.zarr/0/c/63/0/0/0,5238720,2026-06-26 18:41:42.192000
train/44b6_cf8fed6b.zarr/0/c/64/0/0/0,5236361,2026-06-26 18:41:35.713000
train/44b6_cf8fed6b.zarr/0/c/65/0/0/0,5244050,2026-06-26 18:41:47.648000
train/44b6_cf8fed6b.zarr/0/c/66/0/0/0,5243664,2026-06-26 18:41:36.636000
train/44b6_cf8fed6b.zarr/0/c/67/0/0/0,5226167,2026-06-26 18:41:43.425000
train/44b6_cf8fed6b.zarr/0/c/68/0/0/0,5203640,2026-06-26 18:41:45.056000
train/44b6_cf8fed6b.zarr/0/c/69/0/0/0,5192000,2026-06-26 18:41:38.989000
train/44b6_cf8fed6b.zarr/0/c/7/0/0/0,3182186,2026-06-26 18:41:42.817000
train/44b6_cf8fed6b.zarr/0/c/70/0/0/0,5184523,2026-06-26 18:41:40.202000
train/44b6_cf8fed6b.zarr/0/c/71/0/0/0,5190792,2026-06-26 18:41:40.381000
train/44b6_cf8fed6b.zarr/0/c/72/0/0/0,5177688,2026-06-26 18:41:41.016000
train/44b6_cf8fed6b.zarr/0/c/73/0/0/0,5163347,2026-06-26 18:41:36.527000
train/44b6_cf8fed6b.zarr/0/c/74/0/0/0,5146407,2026-06-26 18:41:44.378000
train/44b6_cf8fed6b.zarr/0/c/75/0/0/0,5145954,2026-06-26 18:41:39.926000
train/44b6_cf8fed6b.zarr/0/c/76/0/0/0,5131424,2026-06-26 18:41:38.321000
train/44b6_cf8fed6b.zarr/0/c/77/0/0/0,5135469,2026-06-26 18:41:36.125000
train/44b6_cf8fed6b.zarr/0/c/78/0/0/0,5126250,2026-06-26 18:41:38.092000
train/44b6_cf8fed6b.zarr/0/c/79/0/0/0,5107896,2026-06-26 18:41:46.068000
train/44b6_cf8fed6b.zarr/0/c/8/0/0/0,3261097,2026-06-26 18:41:40.371000
train/44b6_cf8fed6b.zarr/0/c/80/0/0/0,5110233,2026-06-26 18:41:46.336000
train/44b6_cf8fed6b.zarr/0/c/81/0/0/0,5101743,2026-06-26 18:41:48.561000
train/44b6_cf8fed6b.zarr/0/c/82/0/0/0,5090351,2026-06-26 18:41:48.391000
train/44b6_cf8fed6b.zarr/0/c/83/0/0/0,5081530,2026-06-26 18:41:42.465000
train/44b6_cf8fed6b.zarr/0/c/84/0/0/0,5074461,2026-06-26 18:41:40.002000
train/44b6_cf8fed6b.zarr/0/c/85/0/0/0,5065290,2026-06-26 18:41:45.881000
train/44b6_cf8fed6b.zarr/0/c/86/0/0/0,5035302,2026-06-26 18:41:43.610000
train/44b6_cf8fed6b.zarr/0/c/87/0/0/0,4995181,2026-06-26 18:41:45.597000
train/44b6_cf8fed6b.zarr/0/c/88/0/0/0,4985363,2026-06-26 18:41:46.153000
train/44b6_cf8fed6b.zarr/0/c/89/0/0/0,4948126,2026-06-26 18:41:38.536000
train/44b6_cf8fed6b.zarr/0/c/9/0/0/0,3311668,2026-06-26 18:41:40.731000
train/44b6_cf8fed6b.zarr/0/c/90/0/0/0,4952948,2026-06-26 18:41:45.440000
train/44b6_cf8fed6b.zarr/0/c/91/0/0/0,4943111,2026-06-26 18:41:44.183000
train/44b6_cf8fed6b.zarr/0/c/92/0/0/0,4928371,2026-06-26 18:41:46.750000
train/44b6_cf8fed6b.zarr/0/c/93/0/0/0,4914386,2026-06-26 18:41:36.408000
train/44b6_cf8fed6b.zarr/0/c/94/0/0/0,4910035,2026-06-26 18:41:48.084000
train/44b6_cf8fed6b.zarr/0/c/95/0/0/0,4909272,2026-06-26 18:41:38.387000
train/44b6_cf8fed6b.zarr/0/c/96/0/0/0,4923298,2026-06-26 18:41:36.960000
train/44b6_cf8fed6b.zarr/0/c/97/0/0/0,4911980,2026-06-26 18:41:45.195000
train/44b6_cf8fed6b.zarr/0/c/98/0/0/0,4897468,2026-06-26 18:41:41.879000
train/44b6_cf8fed6b.zarr/0/c/99/0/0/0,4890945,2026-06-26 18:41:41.303000
train/44b6_cf8fed6b.zarr/0/zarr.json,760,2026-06-26 18:41:49.154000
train/44b6_cf8fed6b.zarr/zarr.json,1277,2026-06-26 18:41:49.132000
train/44b6_d29c9ab2.geff/edges/ids/c/0/0,3268,2026-06-26 18:11:19.339000
train/44b6_d29c9ab2.geff/edges/ids/zarr.json,638,2026-06-26 18:11:19.358000
train/44b6_d29c9ab2.geff/edges/props/zarr.json,99,2026-06-26 18:11:19.348000
train/44b6_d29c9ab2.geff/edges/zarr.json,99,2026-06-26 18:11:19.345000
train/44b6_d29c9ab2.geff/nodes/ids/c/0,1664,2026-06-26 18:11:19.366000
train/44b6_d29c9ab2.geff/nodes/ids/zarr.json,620,2026-06-26 18:11:19.337000
train/44b6_d29c9ab2.geff/nodes/props/t/values/c/0,209,2026-06-26 18:11:19.330000
train/44b6_d29c9ab2.geff/nodes/props/t/values/zarr.json,619,2026-06-26 18:11:19.347000
train/44b6_d29c9ab2.geff/nodes/props/t/zarr.json,99,2026-06-26 18:11:19.339000
train/44b6_d29c9ab2.geff/nodes/props/x/values/c/0,1436,2026-06-26 18:11:19.381000
train/44b6_d29c9ab2.geff/nodes/props/x/values/zarr.json,619,2026-06-26 18:11:19.332000
train/44b6_d29c9ab2.geff/nodes/props/x/zarr.json,99,2026-06-26 18:11:19.337000
train/44b6_d29c9ab2.geff/nodes/props/y/values/c/0,1469,2026-06-26 18:11:19.414000
train/44b6_d29c9ab2.geff/nodes/props/y/values/zarr.json,619,2026-06-26 18:11:19.370000
train/44b6_d29c9ab2.geff/nodes/props/y/zarr.json,99,2026-06-26 18:11:19.384000
train/44b6_d29c9ab2.geff/nodes/props/z/values/c/0,1025,2026-06-26 18:11:19.382000
train/44b6_d29c9ab2.geff/nodes/props/z/values/zarr.json,619,2026-06-26 18:11:19.330000
train/44b6_d29c9ab2.geff/nodes/props/z/zarr.json,99,2026-06-26 18:11:19.329000
train/44b6_d29c9ab2.geff/nodes/props/zarr.json,99,2026-06-26 18:11:19.335000
train/44b6_d29c9ab2.geff/nodes/zarr.json,99,2026-06-26 18:11:19.355000
train/44b6_d29c9ab2.geff/zarr.json,2101,2026-06-26 18:11:19.325000
train/44b6_d29c9ab2.zarr/0/c/0/0/0/0,4665559,2026-06-26 18:35:24.587000
train/44b6_d29c9ab2.zarr/0/c/1/0/0/0,4676024,2026-06-26 18:35:22.922000
train/44b6_d29c9ab2.zarr/0/c/10/0/0/0,4805130,2026-06-26 18:35:27.568000
train/44b6_d29c9ab2.zarr/0/c/11/0/0/0,4806659,2026-06-26 18:35:25.134000
train/44b6_d29c9ab2.zarr/0/c/12/0/0/0,4812153,2026-06-26 18:35:19.592000
train/44b6_d29c9ab2.zarr/0/c/13/0/0/0,4816360,2026-06-26 18:35:20.776000
train/44b6_d29c9ab2.zarr/0/c/14/0/0/0,4822756,2026-06-26 18:35:22.828000
train/44b6_d29c9ab2.zarr/0/c/15/0/0/0,4834889,2026-06-26 18:35:24.654000
train/44b6_d29c9ab2.zarr/0/c/16/0/0/0,4837861,2026-06-26 18:35:27.721000
train/44b6_d29c9ab2.zarr/0/c/17/0/0/0,4833593,2026-06-26 18:35:31.116000
train/44b6_d29c9ab2.zarr/0/c/18/0/0/0,4869802,2026-06-26 18:35:30.432000
train/44b6_d29c9ab2.zarr/0/c/19/0/0/0,4800564,2026-06-26 18:35:20.846000
train/44b6_d29c9ab2.zarr/0/c/2/0/0/0,4690367,2026-06-26 18:35:18.932000
train/44b6_d29c9ab2.zarr/0/c/20/0/0/0,4825488,2026-06-26 18:35:23.325000
train/44b6_d29c9ab2.zarr/0/c/21/0/0/0,4835493,2026-06-26 18:35:25.022000
train/44b6_d29c9ab2.zarr/0/c/22/0/0/0,4838404,2026-06-26 18:35:30.963000
train/44b6_d29c9ab2.zarr/0/c/23/0/0/0,4837283,2026-06-26 18:35:17.425000
train/44b6_d29c9ab2.zarr/0/c/24/0/0/0,4850800,2026-06-26 18:35:23.455000
train/44b6_d29c9ab2.zarr/0/c/25/0/0/0,4864712,2026-06-26 18:35:17.572000
train/44b6_d29c9ab2.zarr/0/c/26/0/0/0,4882303,2026-06-26 18:35:31.500000
train/44b6_d29c9ab2.zarr/0/c/27/0/0/0,4882282,2026-06-26 18:35:30.019000
train/44b6_d29c9ab2.zarr/0/c/28/0/0/0,4884450,2026-06-26 18:35:29.443000
train/44b6_d29c9ab2.zarr/0/c/29/0/0/0,4895926,2026-06-26 18:35:19.045000
train/44b6_d29c9ab2.zarr/0/c/3/0/0/0,4710502,2026-06-26 18:35:23.637000
train/44b6_d29c9ab2.zarr/0/c/30/0/0/0,4901063,2026-06-26 18:35:22.001000
train/44b6_d29c9ab2.zarr/0/c/31/0/0/0,4884528,2026-06-26 18:35:30.813000
train/44b6_d29c9ab2.zarr/0/c/32/0/0/0,4892662,2026-06-26 18:35:28.657000
train/44b6_d29c9ab2.zarr/0/c/33/0/0/0,4893582,2026-06-26 18:35:19.926000
train/44b6_d29c9ab2.zarr/0/c/34/0/0/0,4918404,2026-06-26 18:35:20.156000
train/44b6_d29c9ab2.zarr/0/c/35/0/0/0,4917097,2026-06-26 18:35:19.171000
train/44b6_d29c9ab2.zarr/0/c/36/0/0/0,4918277,2026-06-26 18:35:25.492000
train/44b6_d29c9ab2.zarr/0/c/37/0/0/0,4942961,2026-06-26 18:35:29.923000
train/44b6_d29c9ab2.zarr/0/c/38/0/0/0,4943557,2026-06-26 18:35:29.575000
train/44b6_d29c9ab2.zarr/0/c/39/0/0/0,4943934,2026-06-26 18:35:21.958000
train/44b6_d29c9ab2.zarr/0/c/4/0/0/0,4725419,2026-06-26 18:35:21.176000
train/44b6_d29c9ab2.zarr/0/c/40/0/0/0,4952794,2026-06-26 18:35:17.824000
train/44b6_d29c9ab2.zarr/0/c/41/0/0/0,4957139,2026-06-26 18:35:22.530000
train/44b6_d29c9ab2.zarr/0/c/42/0/0/0,4956082,2026-06-26 18:35:24.405000
train/44b6_d29c9ab2.zarr/0/c/43/0/0/0,4962316,2026-06-26 18:35:31.198000
train/44b6_d29c9ab2.zarr/0/c/44/0/0/0,4958403,2026-06-26 18:35:26.811000
train/44b6_d29c9ab2.zarr/0/c/45/0/0/0,4947111,2026-06-26 18:35:20.070000
train/44b6_d29c9ab2.zarr/0/c/46/0/0/0,4961140,2026-06-26 18:35:19.286000
train/44b6_d29c9ab2.zarr/0/c/47/0/0/0,4966087,2026-06-26 18:35:22.229000
train/44b6_d29c9ab2.zarr/0/c/48/0/0/0,4959201,2026-06-26 18:35:17.114000
train/44b6_d29c9ab2.zarr/0/c/49/0/0/0,4935723,2026-06-26 18:35:18.844000
train/44b6_d29c9ab2.zarr/0/c/5/0/0/0,4740391,2026-06-26 18:35:30.179000
train/44b6_d29c9ab2.zarr/0/c/50/0/0/0,4929465,2026-06-26 18:35:23.929000
train/44b6_d29c9ab2.zarr/0/c/51/0/0/0,4979558,2026-06-26 18:35:24.178000
train/44b6_d29c9ab2.zarr/0/c/52/0/0/0,4962478,2026-06-26 18:35:25.785000
train/44b6_d29c9ab2.zarr/0/c/53/0/0/0,4968360,2026-06-26 18:35:28.894000
train/44b6_d29c9ab2.zarr/0/c/54/0/0/0,5004842,2026-06-26 18:35:25.996000
train/44b6_d29c9ab2.zarr/0/c/55/0/0/0,4994188,2026-06-26 18:35:28.397000
train/44b6_d29c9ab2.zarr/0/c/56/0/0/0,4997084,2026-06-26 18:35:25.248000
train/44b6_d29c9ab2.zarr/0/c/57/0/0/0,5001015,2026-06-26 18:35:25.851000
train/44b6_d29c9ab2.zarr/0/c/58/0/0/0,5008334,2026-06-26 18:35:29.060000
train/44b6_d29c9ab2.zarr/0/c/59/0/0/0,5008486,2026-06-26 18:35:21.002000
train/44b6_d29c9ab2.zarr/0/c/6/0/0/0,4735597,2026-06-26 18:35:26.925000
train/44b6_d29c9ab2.zarr/0/c/60/0/0/0,5006990,2026-06-26 18:35:31.363000
train/44b6_d29c9ab2.zarr/0/c/61/0/0/0,5009717,2026-06-26 18:35:18.306000
train/44b6_d29c9ab2.zarr/0/c/62/0/0/0,5006465,2026-06-26 18:35:29.300000
train/44b6_d29c9ab2.zarr/0/c/63/0/0/0,5008991,2026-06-26 18:35:24.060000
train/44b6_d29c9ab2.zarr/0/c/64/0/0/0,5008173,2026-06-26 18:35:17.246000
train/44b6_d29c9ab2.zarr/0/c/65/0/0/0,5000637,2026-06-26 18:35:29.770000
train/44b6_d29c9ab2.zarr/0/c/66/0/0/0,5008334,2026-06-26 18:35:18.217000
train/44b6_d29c9ab2.zarr/0/c/67/0/0/0,5007711,2026-06-26 18:35:25.427000
train/44b6_d29c9ab2.zarr/0/c/68/0/0/0,5023682,2026-06-26 18:35:27.131000
train/44b6_d29c9ab2.zarr/0/c/69/0/0/0,5026123,2026-06-26 18:35:20.674000
train/44b6_d29c9ab2.zarr/0/c/7/0/0/0,4750937,2026-06-26 18:35:24.779000
train/44b6_d29c9ab2.zarr/0/c/70/0/0/0,5020437,2026-06-26 18:35:22.095000
train/44b6_d29c9ab2.zarr/0/c/71/0/0/0,5012659,2026-06-26 18:35:21.707000
train/44b6_d29c9ab2.zarr/0/c/72/0/0/0,5017873,2026-06-26 18:35:22.719000
train/44b6_d29c9ab2.zarr/0/c/73/0/0/0,5003245,2026-06-26 18:35:18.053000
train/44b6_d29c9ab2.zarr/0/c/74/0/0/0,5009068,2026-06-26 18:35:26.734000
train/44b6_d29c9ab2.zarr/0/c/75/0/0/0,5020493,2026-06-26 18:35:21.376000
train/44b6_d29c9ab2.zarr/0/c/76/0/0/0,5016303,2026-06-26 18:35:19.723000
train/44b6_d29c9ab2.zarr/0/c/77/0/0/0,5021019,2026-06-26 18:35:17.734000
train/44b6_d29c9ab2.zarr/0/c/78/0/0/0,5016929,2026-06-26 18:35:19.419000
train/44b6_d29c9ab2.zarr/0/c/79/0/0/0,5017095,2026-06-26 18:35:28.041000
train/44b6_d29c9ab2.zarr/0/c/8/0/0/0,4770200,2026-06-26 18:35:21.803000
train/44b6_d29c9ab2.zarr/0/c/80/0/0/0,5012123,2026-06-26 18:35:28.232000
train/44b6_d29c9ab2.zarr/0/c/81/0/0/0,5017980,2026-06-26 18:35:30.708000
train/44b6_d29c9ab2.zarr/0/c/82/0/0/0,4997687,2026-06-26 18:35:30.607000
train/44b6_d29c9ab2.zarr/0/c/83/0/0/0,4984209,2026-06-26 18:35:24.302000
train/44b6_d29c9ab2.zarr/0/c/84/0/0/0,4977360,2026-06-26 18:35:21.516000
train/44b6_d29c9ab2.zarr/0/c/85/0/0/0,4976899,2026-06-26 18:35:27.809000
train/44b6_d29c9ab2.zarr/0/c/86/0/0/0,4976158,2026-06-26 18:35:25.618000
train/44b6_d29c9ab2.zarr/0/c/87/0/0/0,4977071,2026-06-26 18:35:27.422000
train/44b6_d29c9ab2.zarr/0/c/88/0/0/0,4990798,2026-06-26 18:35:28.073000
train/44b6_d29c9ab2.zarr/0/c/89/0/0/0,4985732,2026-06-26 18:35:19.981000
train/44b6_d29c9ab2.zarr/0/c/9/0/0/0,4786802,2026-06-26 18:35:22.371000
train/44b6_d29c9ab2.zarr/0/c/90/0/0/0,4989316,2026-06-26 18:35:27.343000
train/44b6_d29c9ab2.zarr/0/c/91/0/0/0,4982734,2026-06-26 18:35:26.422000
train/44b6_d29c9ab2.zarr/0/c/92/0/0/0,4991198,2026-06-26 18:35:28.855000
train/44b6_d29c9ab2.zarr/0/c/93/0/0/0,5006875,2026-06-26 18:35:18.013000
train/44b6_d29c9ab2.zarr/0/c/94/0/0/0,5004272,2026-06-26 18:35:30.361000
train/44b6_d29c9ab2.zarr/0/c/95/0/0/0,5000104,2026-06-26 18:35:19.828000
train/44b6_d29c9ab2.zarr/0/c/96/0/0/0,5007275,2026-06-26 18:35:18.473000
train/44b6_d29c9ab2.zarr/0/c/97/0/0/0,4997063,2026-06-26 18:35:27.310000
train/44b6_d29c9ab2.zarr/0/c/98/0/0/0,5005923,2026-06-26 18:35:23.798000
train/44b6_d29c9ab2.zarr/0/c/99/0/0/0,5013697,2026-06-26 18:35:23.107000
train/44b6_d29c9ab2.zarr/0/zarr.json,760,2026-06-26 18:35:31.448000
train/44b6_d29c9ab2.zarr/zarr.json,1280,2026-06-26 18:35:31.452000
train/44b6_d2f34f90.geff/edges/ids/c/0/0,953,2026-06-26 18:02:29.887000
train/44b6_d2f34f90.geff/edges/ids/zarr.json,636,2026-06-26 18:02:29.878000
train/44b6_d2f34f90.geff/edges/props/zarr.json,99,2026-06-26 18:02:29.950000
train/44b6_d2f34f90.geff/edges/zarr.json,99,2026-06-26 18:02:29.896000
train/44b6_d2f34f90.geff/nodes/ids/c/0,670,2026-06-26 18:02:29.876000
train/44b6_d2f34f90.geff/nodes/ids/zarr.json,618,2026-06-26 18:02:29.895000
train/44b6_d2f34f90.geff/nodes/props/t/values/c/0,160,2026-06-26 18:02:29.866000
train/44b6_d2f34f90.geff/nodes/props/t/values/zarr.json,617,2026-06-26 18:02:29.871000
train/44b6_d2f34f90.geff/nodes/props/t/zarr.json,99,2026-06-26 18:02:29.887000
train/44b6_d2f34f90.geff/nodes/props/x/values/c/0,330,2026-06-26 18:02:29.912000
train/44b6_d2f34f90.geff/nodes/props/x/values/zarr.json,617,2026-06-26 18:02:29.895000
train/44b6_d2f34f90.geff/nodes/props/x/zarr.json,99,2026-06-26 18:02:29.895000
train/44b6_d2f34f90.geff/nodes/props/y/values/c/0,303,2026-06-26 18:02:29.895000
train/44b6_d2f34f90.geff/nodes/props/y/values/zarr.json,617,2026-06-26 18:02:29.887000
train/44b6_d2f34f90.geff/nodes/props/y/zarr.json,99,2026-06-26 18:02:30.004000
train/44b6_d2f34f90.geff/nodes/props/z/values/c/0,251,2026-06-26 18:02:29.873000
train/44b6_d2f34f90.geff/nodes/props/z/values/zarr.json,617,2026-06-26 18:02:29.899000
train/44b6_d2f34f90.geff/nodes/props/z/zarr.json,99,2026-06-26 18:02:29.865000
train/44b6_d2f34f90.geff/nodes/props/zarr.json,99,2026-06-26 18:02:29.887000
train/44b6_d2f34f90.geff/nodes/zarr.json,99,2026-06-26 18:02:29.934000
train/44b6_d2f34f90.geff/zarr.json,2103,2026-06-26 18:02:29.908000
train/44b6_d2f34f90.zarr/0/c/0/0/0/0,4667603,2026-06-26 18:11:12.205000
train/44b6_d2f34f90.zarr/0/c/1/0/0/0,4685387,2026-06-26 18:11:10.635000
train/44b6_d2f34f90.zarr/0/c/10/0/0/0,4751990,2026-06-26 18:11:15.419000
train/44b6_d2f34f90.zarr/0/c/11/0/0/0,4771864,2026-06-26 18:11:13.038000
train/44b6_d2f34f90.zarr/0/c/12/0/0/0,4783444,2026-06-26 18:11:07.308000
train/44b6_d2f34f90.zarr/0/c/13/0/0/0,4773976,2026-06-26 18:11:08.230000
train/44b6_d2f34f90.zarr/0/c/14/0/0/0,4797233,2026-06-26 18:11:10.479000
train/44b6_d2f34f90.zarr/0/c/15/0/0/0,4815396,2026-06-26 18:11:12.710000
train/44b6_d2f34f90.zarr/0/c/16/0/0/0,4823097,2026-06-26 18:11:15.518000
train/44b6_d2f34f90.zarr/0/c/17/0/0/0,4825906,2026-06-26 18:11:18.911000
train/44b6_d2f34f90.zarr/0/c/18/0/0/0,4837681,2026-06-26 18:11:18.188000
train/44b6_d2f34f90.zarr/0/c/19/0/0/0,4872727,2026-06-26 18:11:08.359000
train/44b6_d2f34f90.zarr/0/c/2/0/0/0,4696242,2026-06-26 18:11:06.631000
train/44b6_d2f34f90.zarr/0/c/20/0/0/0,4907800,2026-06-26 18:11:10.921000
train/44b6_d2f34f90.zarr/0/c/21/0/0/0,4915073,2026-06-26 18:11:12.940000
train/44b6_d2f34f90.zarr/0/c/22/0/0/0,4918411,2026-06-26 18:11:18.750000
